Credito,DiffPct,DiffPts,Estrategia,Expiracion,Hora,Lado,Moneyness,P/L,Simbolo,Strikes,precio_actual,score_30min,strikes_GEX,strikes_OI,strikes_Volumen,tendencia_30min,tendencia_corta,total_neg,total_pos,Movimiento_Esperado,Punto_Gravedad,Gamma_Flip,Date
150.0,0.14,9.65,VERTICAL,10/21/2025,12:25:31,PUT,ITM,-350.0,SPX,6745/6740,6747.72,0.04,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,UP,5,223,13.39,6740.75,6730.0,2025-10-21
205.0,0.22,14.65,VERTICAL,10/21/2025,12:30:30,PUT,ITM,-295.0,SPX,6750/6745,6748.58,0.04,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,UP,4,225,13.02,6740.98,6730.0,2025-10-21
190.0,0.22,14.65,VERTICAL,10/21/2025,12:35:30,PUT,ITM,-310.0,SPX,6750/6745,6749.92,0.04,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,UP,4,221,12.92,6741.24,6730.0,2025-10-21
140.0,0.14,9.65,VERTICAL,10/21/2025,12:40:30,PUT,ITM,-360.0,SPX,6745/6740,6748.61,0.05,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,UP,2,231,12.76,6741.47,6730.0,2025-10-21
130.0,0.14,9.65,VERTICAL,10/21/2025,12:45:31,PUT,ITM,-370.0,SPX,6745/6740,6748.87,0.05,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,UP,1,235,12.5,6741.65,6730.0,2025-10-21
165.0,0.22,14.65,VERTICAL,10/21/2025,12:50:31,PUT,ITM,-335.0,SPX,6750/6745,6751.92,0.05,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,UP,1,235,12.39,6741.91,6735.0,2025-10-21
100.0,-0.08,-5.35,VERTICAL,10/21/2025,12:55:30,PUT,OTM,100.0,SPX,6730/6725,6740.46,0.05,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,UP,3,229,17.32,6741.97,6725.0,2025-10-21
115.0,-0.08,-5.35,VERTICAL,10/21/2025,13:00:30,PUT,OTM,115.0,SPX,6730/6725,6737.35,0.04,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,13,214,18.01,6741.88,6720.0,2025-10-21
95.0,-0.15,-10.35,VERTICAL,10/21/2025,13:05:30,PUT,OTM,95.0,SPX,6725/6720,6734.41,0.03,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,28,203,17.17,6741.65,6715.0,2025-10-21
135.0,-0.01,-0.35,VERTICAL,10/21/2025,13:10:30,PUT,OTM,135.0,SPX,6735/6730,6739.62,0.02,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,42,188,15.17,6741.53,6720.0,2025-10-21
175.0,0.07,4.65,VERTICAL,10/21/2025,13:15:30,PUT,ITM P,-290.0,SPX,6740/6735,6740.88,0.01,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,47,174,14.33,6741.52,6725.0,2025-10-21
115.0,-0.08,-5.35,VERTICAL,10/21/2025,13:20:31,PUT,OTM,115.0,SPX,6730/6725,6736.99,0.0,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,53,159,15.23,6741.44,6720.0,2025-10-21
295.0,-0.01,-0.35,VERTICAL,10/21/2025,13:25:30,CALL,ITM P,260.0,SPX,6735/6740,6737.83,-0.01,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",DOWN,FLAT,65,145,14.12,6741.31,6720.0,2025-10-21
300.0,-0.01,-0.35,VERTICAL,10/21/2025,13:30:31,CALL,ITM P,265.0,SPX,6735/6740,6738.78,-0.01,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",DOWN,FLAT,77,130,13.34,6741.17,6720.0,2025-10-21
275.0,-0.01,-0.35,VERTICAL,10/21/2025,13:35:31,CALL,ITM P,240.0,SPX,6735/6740,6736.98,-0.0,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",DOWN,FLAT,89,116,13.91,6741.07,6720.0,2025-10-21
295.0,-0.01,-0.35,VERTICAL,10/21/2025,13:40:30,CALL,ITM P,260.0,SPX,6735/6740,6738.16,-0.0,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",DOWN,FLAT,101,101,12.55,6740.95,6720.0,2025-10-21
320.0,-0.01,-0.35,VERTICAL,10/21/2025,13:45:30,CALL,ITM P,285.0,SPX,6735/6740,6740.17,-0.0,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",DOWN,FLAT,108,83,11.76,6740.93,6725.0,2025-10-21
290.0,0.07,4.65,VERTICAL,10/21/2025,13:50:31,CALL,OTM,290.0,SPX,6740/6745,6742.88,-0.0,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",DOWN,FLAT,115,73,10.66,6740.92,6725.0,2025-10-21
185.0,0.14,9.65,VERTICAL,10/21/2025,13:55:30,PUT,ITM,-315.0,SPX,6745/6740,6744.68,0.01,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,114,68,10.29,6740.95,6725.0,2025-10-21
190.0,0.14,9.65,VERTICAL,10/21/2025,14:00:30,PUT,ITM,-310.0,SPX,6745/6740,6744.65,0.01,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,110,77,10.08,6741.02,6725.0,2025-10-21
265.0,0.22,14.65,VERTICAL,10/21/2025,14:05:30,PUT,ITM,-235.0,SPX,6750/6745,6746.18,0.02,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,98,86,9.66,6741.12,6730.0,2025-10-21
265.0,0.22,14.65,VERTICAL,10/21/2025,14:10:31,PUT,ITM,-235.0,SPX,6750/6745,6746.61,0.03,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,84,97,9.45,6741.24,6730.0,2025-10-21
290.0,0.22,14.65,VERTICAL,10/21/2025,14:15:30,PUT,ITM,-210.0,SPX,6750/6745,6745.07,0.03,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,79,107,9.29,6741.35,6730.0,2025-10-21
220.0,0.14,9.65,VERTICAL,10/21/2025,14:20:30,PUT,ITM,-280.0,SPX,6745/6740,6742.05,0.04,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,76,113,10.18,6741.36,6725.0,2025-10-21
280.0,0.22,14.65,VERTICAL,10/21/2025,14:25:31,PUT,ITM,-220.0,SPX,6750/6745,6745.2,0.04,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,68,119,8.56,6741.41,6730.0,2025-10-21
295.0,0.22,14.65,VERTICAL,10/21/2025,14:30:30,PUT,ITM,-205.0,SPX,6750/6745,6745.22,0.04,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,53,127,8.14,6741.5,6730.0,2025-10-21
270.0,0.22,14.65,VERTICAL,10/21/2025,14:35:31,PUT,ITM,-230.0,SPX,6750/6745,6745.58,0.04,"[6750.0, 6740.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,43,136,8.08,6741.58,6730.0,2025-10-21
340.0,0.22,14.65,VERTICAL,10/21/2025,14:40:30,PUT,ITM,-160.0,SPX,6750/6745,6743.2,0.04,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,35,145,8.37,6741.64,6725.0,2025-10-21
255.0,0.14,9.65,VERTICAL,10/21/2025,14:45:31,PUT,ITM,-245.0,SPX,6745/6740,6741.55,0.03,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,34,147,8.93,6741.62,6725.0,2025-10-21
345.0,0.22,14.65,VERTICAL,10/21/2025,14:50:30,PUT,ITM,-155.0,SPX,6750/6745,6743.06,0.03,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,32,145,8.01,6741.61,6725.0,2025-10-21
280.0,0.14,9.65,VERTICAL,10/21/2025,14:55:31,PUT,ITM,-220.0,SPX,6745/6740,6741.21,0.03,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6750.0, 6740.0]",UP,FLAT,36,145,7.98,6741.61,6725.0,2025-10-21
265.0,0.14,9.65,VERTICAL,10/21/2025,15:00:30,PUT,ITM,-235.0,SPX,6745/6740,6741.27,0.03,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,38,139,7.77,6741.6,6725.0,2025-10-21
305.0,0.14,9.65,VERTICAL,10/21/2025,15:05:31,PUT,ITM,-195.0,SPX,6745/6740,6739.76,0.03,"[6740.0, 6745.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,43,132,7.25,6741.56,6720.0,2025-10-21
400.0,0.22,14.65,VERTICAL,10/21/2025,15:10:31,PUT,ITM,-100.0,SPX,6750/6745,6741.65,0.02,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,52,122,6.98,6741.52,6725.0,2025-10-21
380.0,0.22,14.65,VERTICAL,10/21/2025,15:15:31,PUT,ITM,-120.0,SPX,6750/6745,6742.18,0.02,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,59,113,7.14,6741.51,6725.0,2025-10-21
365.0,0.22,14.65,VERTICAL,10/21/2025,15:20:30,PUT,ITM,-135.0,SPX,6750/6745,6743.45,0.02,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,58,109,6.51,6741.51,6725.0,2025-10-21
370.0,0.22,14.65,VERTICAL,10/21/2025,15:25:30,PUT,ITM,-130.0,SPX,6750/6745,6743.7,0.03,"[6740.0, 6750.0]","[6900.0, 6800.0]","[6740.0, 6750.0]",UP,FLAT,59,109,6.09,6741.55,6725.0,2025-10-21
230.0,0.61,40.57,VERTICAL,10/22/2025,10:05:31,CALL,OTM,230.0,SPX,6740/6745,6734.6,-0.03,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6735.0, 6730.0]",DOWN,FLAT,30,81,24.86,6732.7,6715.0,2025-10-22
220.0,0.61,40.57,VERTICAL,10/22/2025,10:10:30,CALL,OTM,220.0,SPX,6740/6745,6733.39,-0.02,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6735.0, 6730.0]",DOWN,FLAT,35,96,24.3,6732.83,6715.0,2025-10-22
190.0,0.61,40.57,VERTICAL,10/22/2025,10:15:30,CALL,OTM,190.0,SPX,6740/6745,6729.64,-0.02,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,47,103,24.91,6732.42,6710.0,2025-10-22
205.0,0.61,40.57,VERTICAL,10/22/2025,10:20:30,CALL,OTM,205.0,SPX,6740/6745,6732.56,-0.02,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,59,109,23.69,6732.28,6715.0,2025-10-22
210.0,0.53,35.57,VERTICAL,10/22/2025,10:25:30,CALL,OTM,210.0,SPX,6735/6740,6727.19,-0.03,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,72,115,25.47,6731.69,6710.0,2025-10-22
190.0,0.46,30.57,VERTICAL,10/22/2025,10:30:30,CALL,OTM,190.0,SPX,6730/6735,6718.2,-0.03,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,87,120,27.15,6730.45,6700.0,2025-10-22
185.0,0.38,25.57,VERTICAL,10/22/2025,10:35:30,CALL,OTM,185.0,SPX,6725/6730,6712.05,-0.04,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,105,122,29.97,6728.74,6695.0,2025-10-22
190.0,0.38,25.57,VERTICAL,10/22/2025,10:40:30,CALL,OTM,190.0,SPX,6725/6730,6712.94,-0.05,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,111,117,28.5,6727.26,6695.0,2025-10-22
205.0,0.31,20.57,VERTICAL,10/22/2025,10:45:30,CALL,OTM,205.0,SPX,6720/6725,6709.08,-0.06,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,131,97,28.33,6725.81,6690.0,2025-10-22
210.0,0.31,20.57,VERTICAL,10/22/2025,10:50:30,CALL,OTM,210.0,SPX,6720/6725,6710.81,-0.07,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6735.0]",DOWN,FLAT,145,86,28.05,6724.32,6695.0,2025-10-22
220.0,0.31,20.57,VERTICAL,10/22/2025,10:55:31,CALL,OTM,220.0,SPX,6720/6725,6713.41,-0.08,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,FLAT,164,67,26.14,6723.45,6695.0,2025-10-22
195.0,0.46,30.57,VERTICAL,10/22/2025,11:00:30,CALL,OTM,195.0,SPX,6730/6735,6721.25,-0.08,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6730.0, 6720.0]",DOWN,FLAT,176,53,23.97,6723.19,6705.0,2025-10-22
220.0,0.46,30.57,VERTICAL,10/22/2025,11:05:30,CALL,OTM,220.0,SPX,6730/6735,6724.33,-0.08,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6730.0, 6750.0]",DOWN,FLAT,187,46,22.48,6723.33,6705.0,2025-10-22
225.0,0.38,25.57,VERTICAL,10/22/2025,11:10:30,CALL,OTM,225.0,SPX,6725/6730,6719.44,-0.07,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6730.0, 6720.0]",DOWN,FLAT,193,36,23.25,6723.33,6700.0,2025-10-22
225.0,0.38,25.57,VERTICAL,10/22/2025,11:15:30,CALL,OTM,225.0,SPX,6725/6730,6719.71,-0.07,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6720.0]",DOWN,FLAT,200,29,22.7,6723.06,6700.0,2025-10-22
220.0,0.31,20.57,VERTICAL,10/22/2025,11:20:30,CALL,OTM,220.0,SPX,6720/6725,6714.21,-0.07,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6720.0]",DOWN,FLAT,206,24,23.42,6722.74,6695.0,2025-10-22
190.0,0.23,15.57,VERTICAL,10/22/2025,11:25:31,CALL,OTM,190.0,SPX,6715/6720,6704.04,-0.07,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,FLAT,213,18,27.38,6721.81,6685.0,2025-10-22
190.0,0.16,10.57,VERTICAL,10/22/2025,11:30:30,CALL,OTM,190.0,SPX,6710/6715,6698.27,-0.08,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,FLAT,215,12,29.24,6720.85,6680.0,2025-10-22
210.0,0.16,10.57,VERTICAL,10/22/2025,11:35:30,CALL,OTM,210.0,SPX,6710/6715,6700.82,-0.09,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,DOWN,220,11,28.28,6719.88,6685.0,2025-10-22
200.0,0.23,15.57,VERTICAL,10/22/2025,11:40:31,CALL,OTM,200.0,SPX,6715/6720,6705.16,-0.09,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,DOWN,220,11,27.04,6719.07,6690.0,2025-10-22
225.0,0.23,15.57,VERTICAL,10/22/2025,11:45:30,CALL,OTM,225.0,SPX,6715/6720,6710.09,-0.1,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,DOWN,220,11,24.03,6718.6,6695.0,2025-10-22
225.0,0.31,20.57,VERTICAL,10/22/2025,11:50:31,CALL,OTM,225.0,SPX,6720/6725,6715.71,-0.1,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,DOWN,220,11,22.1,6718.43,6700.0,2025-10-22
260.0,0.31,20.57,VERTICAL,10/22/2025,11:55:30,CALL,OTM,260.0,SPX,6720/6725,6718.42,-0.09,"[6730.0, 6700.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,FLAT,211,13,20.74,6718.44,6700.0,2025-10-22
250.0,0.23,15.57,VERTICAL,10/22/2025,12:00:31,CALL,OTM,250.0,SPX,6715/6720,6713.1,-0.09,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,FLAT,210,14,21.79,6718.32,6695.0,2025-10-22
235.0,0.16,10.57,VERTICAL,10/22/2025,12:05:30,CALL,OTM,235.0,SPX,6710/6715,6707.22,-0.09,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,DOWN,218,9,23.59,6717.91,6690.0,2025-10-22
230.0,0.16,10.57,VERTICAL,10/22/2025,12:10:31,CALL,OTM,230.0,SPX,6710/6715,6706.0,-0.09,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6730.0, 6700.0]",DOWN,DOWN,227,4,23.26,6717.5,6690.0,2025-10-22
215.0,0.16,10.57,VERTICAL,10/22/2025,12:15:30,CALL,OTM,215.0,SPX,6710/6715,6703.97,-0.09,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,228,4,23.42,6717.01,6685.0,2025-10-22
200.0,0.16,10.57,VERTICAL,10/22/2025,12:20:30,CALL,OTM,200.0,SPX,6710/6715,6702.5,-0.09,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,226,3,23.37,6716.63,6685.0,2025-10-22
205.0,0.08,5.57,VERTICAL,10/22/2025,12:25:30,CALL,OTM,205.0,SPX,6705/6710,6698.19,-0.1,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,230,3,24.92,6716.03,6680.0,2025-10-22
235.0,0.08,5.57,VERTICAL,10/22/2025,12:30:31,CALL,OTM,235.0,SPX,6705/6710,6701.65,-0.1,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,230,3,24.09,6715.5,6685.0,2025-10-22
190.0,0.08,5.57,VERTICAL,10/22/2025,12:35:30,CALL,OTM,190.0,SPX,6705/6710,6690.96,-0.11,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,230,3,31.22,6714.58,6675.0,2025-10-22
190.0,0.08,5.57,VERTICAL,10/22/2025,12:40:30,CALL,OTM,190.0,SPX,6705/6710,6692.1,-0.12,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,226,3,30.37,6713.9,6675.0,2025-10-22
225.0,0.08,5.57,VERTICAL,10/22/2025,12:45:31,CALL,OTM,225.0,SPX,6705/6710,6697.24,-0.12,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,230,3,27.49,6713.31,6680.0,2025-10-22
200.0,0.01,0.57,VERTICAL,10/22/2025,12:50:30,CALL,OTM,200.0,SPX,6700/6705,6689.57,-0.13,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,230,3,29.13,6712.77,6670.0,2025-10-22
220.0,0.16,10.57,VERTICAL,10/22/2025,12:55:30,CALL,OTM,220.0,SPX,6710/6715,6702.55,-0.13,"[6700.0, 6730.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,235,1,24.97,6712.27,6685.0,2025-10-22
235.0,0.01,0.57,VERTICAL,10/22/2025,13:00:30,CALL,OTM,235.0,SPX,6700/6705,6694.69,-0.13,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,236,0,26.59,6711.93,6675.0,2025-10-22
230.0,-0.07,-4.43,VERTICAL,10/22/2025,13:05:30,CALL,ITM P,-213.0,SPX,6695/6700,6689.03,-0.13,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,236,0,26.6,6711.41,6670.0,2025-10-22
190.0,0.01,0.57,VERTICAL,10/22/2025,13:10:31,CALL,OTM,190.0,SPX,6700/6705,6689.98,-0.13,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6730.0]",DOWN,DOWN,240,0,25.59,6710.85,6670.0,2025-10-22
190.0,-0.07,-4.43,VERTICAL,10/22/2025,13:15:30,CALL,ITM P,-253.0,SPX,6695/6700,6684.09,-0.13,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,236,0,26.82,6710.35,6665.0,2025-10-22
180.0,-0.14,-9.43,VERTICAL,10/22/2025,13:20:30,CALL,ITM,-320.0,SPX,6690/6695,6678.58,-0.14,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,27.49,6709.68,6660.0,2025-10-22
195.0,-0.29,-19.43,VERTICAL,10/22/2025,13:25:30,CALL,ITM,-305.0,SPX,6680/6685,6670.98,-0.14,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,27.61,6708.93,6655.0,2025-10-22
170.0,-0.22,-14.43,VERTICAL,10/22/2025,13:30:31,CALL,ITM,-330.0,SPX,6685/6690,6673.16,-0.14,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,26.15,6708.14,6655.0,2025-10-22
205.0,-0.22,-14.43,VERTICAL,10/22/2025,13:35:31,CALL,ITM,-295.0,SPX,6685/6690,6677.39,-0.15,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,25.43,6707.43,6660.0,2025-10-22
200.0,-0.36,-24.43,VERTICAL,10/22/2025,13:40:31,CALL,ITM,-300.0,SPX,6675/6680,6664.63,-0.15,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,27.27,6706.72,6645.0,2025-10-22
200.0,-0.44,-29.43,VERTICAL,10/22/2025,13:45:31,CALL,ITM,-300.0,SPX,6670/6675,6660.96,-0.15,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,29.59,6705.85,6645.0,2025-10-22
165.0,-0.36,-24.43,VERTICAL,10/22/2025,13:50:31,CALL,ITM,-335.0,SPX,6675/6680,6665.64,-0.16,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,29.36,6705.07,6650.0,2025-10-22
200.0,-0.44,-29.43,VERTICAL,10/22/2025,13:55:30,CALL,ITM,-300.0,SPX,6670/6675,6656.87,-0.16,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,30.44,6704.3,6640.0,2025-10-22
245.0,-0.36,-24.43,VERTICAL,10/22/2025,14:00:31,CALL,ITM,-255.0,SPX,6675/6680,6670.98,-0.16,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,23.93,6703.53,6655.0,2025-10-22
205.0,-0.29,-19.43,VERTICAL,10/22/2025,14:05:30,CALL,ITM,-295.0,SPX,6680/6685,6673.54,-0.16,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,22.0,6702.97,6655.0,2025-10-22
210.0,-0.29,-19.43,VERTICAL,10/22/2025,14:10:31,CALL,ITM,-290.0,SPX,6680/6685,6674.01,-0.16,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,21.11,6702.41,6655.0,2025-10-22
175.0,-0.36,-24.43,VERTICAL,10/22/2025,14:15:30,CALL,ITM,-325.0,SPX,6675/6680,6664.92,-0.16,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,23.43,6701.85,6645.0,2025-10-22
225.0,-0.36,-24.43,VERTICAL,10/22/2025,14:20:31,CALL,ITM,-275.0,SPX,6675/6680,6670.1,-0.16,"[6650.0, 6700.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,21.79,6701.19,6655.0,2025-10-22
220.0,-0.22,-14.43,VERTICAL,10/22/2025,14:25:30,CALL,ITM,-280.0,SPX,6685/6690,6682.3,-0.15,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,236,0,19.27,6700.82,6665.0,2025-10-22
250.0,-0.29,-19.43,VERTICAL,10/22/2025,14:30:31,CALL,ITM,-250.0,SPX,6680/6685,6679.91,-0.15,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,18.43,6700.49,6660.0,2025-10-22
235.0,-0.29,-19.43,VERTICAL,10/22/2025,14:35:31,CALL,ITM,-265.0,SPX,6680/6685,6679.21,-0.15,"[6700.0, 6650.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,240,0,18.22,6700.14,6660.0,2025-10-22
260.0,-0.29,-19.43,VERTICAL,10/22/2025,14:40:30,CALL,ITM,-240.0,SPX,6680/6685,6681.19,-0.15,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,236,0,16.96,6699.84,6665.0,2025-10-22
220.0,-0.22,-14.43,VERTICAL,10/22/2025,14:45:31,CALL,ITM,-280.0,SPX,6685/6690,6683.57,-0.15,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,239,1,15.91,6699.58,6665.0,2025-10-22
180.0,-0.22,-14.43,VERTICAL,10/22/2025,14:50:30,CALL,ITM,-320.0,SPX,6685/6690,6679.75,-0.14,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,234,1,16.33,6699.38,6660.0,2025-10-22
250.0,-0.29,-19.43,VERTICAL,10/22/2025,14:55:31,CALL,ITM,-250.0,SPX,6680/6685,6680.57,-0.14,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,237,2,15.33,6699.08,6665.0,2025-10-22
275.0,-0.22,-14.43,VERTICAL,10/22/2025,15:00:31,CALL,ITM,-225.0,SPX,6685/6690,6688.25,-0.14,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,237,2,13.91,6698.91,6670.0,2025-10-22
240.0,-0.22,-14.43,VERTICAL,10/22/2025,15:05:31,CALL,ITM,-260.0,SPX,6685/6690,6685.05,-0.14,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,236,2,13.76,6698.73,6670.0,2025-10-22
260.0,-0.14,-9.43,VERTICAL,10/22/2025,15:10:31,CALL,ITM,-240.0,SPX,6690/6695,6692.54,-0.14,"[6700.0, 6690.0]","[6900.0, 6500.0]","[6700.0, 6720.0]",DOWN,DOWN,228,2,13.76,6698.69,6675.0,2025-10-22
